기업명,매출액,영업이익,영업이익(발표기준),세전계속사업이익,당기순이익,당기순이익(지배),당기순이익(비지배),자산총계,부채총계,자본총계,자본총계(지배),자본총계(비지배),자본금,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,CAPEX,FCF,이자발생부채,영업이익률,순이익률,ROE(%),ROA(%),부채비율,자본유보율,EPS(원),PER(배),BPS(원),PBR(배),현금DPS(원),현금배당수익률,현금배당성향(%),발행주식수(보통주)
에이디테크놀로지(2022/12),1642.0,44.0,44.0,60.0,56.0,59.0,-3.0,2341.0,664.0,1676.0,1660.0,16.0,67.0,321.0,-302.0,24.0,14.0,307.0,498.0,2.68,3.42,3.61,2.4,39.63,2426.17,445.0,27.66,12714.0,0.97,0.0,0.0,0.0,13334327.0
에이디테크놀로지(2023/12),1002.0,-174.0,-174.0,-150.0,-163.0,-160.0,-2.0,2894.0,1407.0,1487.0,1474.0,14.0,67.0,190.0,-188.0,108.0,264.0,-75.0,636.0,-17.38,-16.23,-10.23,-6.21,94.57,2159.85,-1195.0,,11299.0,2.86,0.0,0.0,0.0,13427069.0
에이디테크놀로지(2024/12),1065.0,-170.0,-170.0,-144.0,-152.0,-143.0,-9.0,2449.0,1133.0,1316.0,1312.0,5.0,67.0,-135.0,126.0,-56.0,128.0,-264.0,600.0,-15.91,-14.24,-10.24,-5.68,86.04,1946.63,-1061.0,,10125.0,1.58,,,,13440822.0
에이디테크놀로지(2025/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
에이디테크놀로지(2026/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
에이디테크놀로지(2027/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
뉴파워프라즈마(2020/12),1088.0,108.0,108.0,406.0,406.0,415.0,-9.0,4937.0,2775.0,2162.0,1821.0,341.0,44.0,245.0,-531.0,752.0,460.0,-216.0,1472.0,9.92,37.34,26.21,12.62,128.34,4302.78,997.0,6.61,4412.0,1.49,50.0,0.76,4.97,43692624.0
뉴파워프라즈마(2021/12),3101.0,245.0,245.0,357.0,273.0,232.0,41.0,5347.0,2891.0,2456.0,2040.0,416.0,44.0,177.0,-316.0,-10.0,311.0,-134.0,1469.0,7.89,8.8,12.02,5.31,117.7,4801.92,531.0,12.07,4943.0,1.3,50.0,0.78,8.89,43692624.0
뉴파워프라즈마(2022/12),3529.0,141.0,141.0,289.0,203.0,256.0,-53.0,6333.0,3674.0,2659.0,2295.0,364.0,44.0,357.0,-419.0,382.0,376.0,-19.0,1914.0,4.0,5.74,11.79,3.47,138.16,5388.1,585.0,6.05,5561.0,0.64,50.0,1.41,8.08,43692624.0
뉴파워프라즈마(2023/12),3507.0,161.0,161.0,222.0,163.0,193.0,-30.0,6736.0,3964.0,2772.0,2431.0,341.0,44.0,329.0,191.0,-291.0,219.0,110.0,1925.0,4.59,4.64,8.16,2.49,143.01,5785.49,441.0,11.9,6007.0,0.87,50.0,0.95,10.5,43692624.0
뉴파워프라즈마(2024/12),5198.0,325.0,325.0,349.0,232.0,191.0,41.0,9415.0,5465.0,3950.0,2713.0,1237.0,44.0,632.0,-1088.0,215.0,422.0,210.0,2653.0,6.26,4.46,7.43,2.87,138.34,6361.72,437.0,10.11,6705.0,0.66,50.0,1.13,10.59,43692624.0
뉴파워프라즈마(2025/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
뉴파워프라즈마(2026/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
뉴파워프라즈마(2027/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
시그네틱스(2020/12),2015.0,-145.0,-145.0,-421.0,-373.0,-373.0,,1667.0,604.0,1064.0,1064.0,,429.0,61.0,-146.0,98.0,47.0,14.0,234.0,-7.18,-18.52,-30.75,-21.36,56.76,148.16,-436.0,,1241.0,0.69,0.0,0.0,0.0,85728319.0
시그네틱스(2021/12),2699.0,193.0,193.0,188.0,170.0,170.0,,1823.0,588.0,1235.0,1235.0,,429.0,94.0,58.0,-168.0,105.0,-10.0,67.0,7.14,6.3,14.78,9.74,47.63,188.09,198.0,12.71,1441.0,1.75,0.0,0.0,0.0,85728319.0
시그네틱스(2022/12),2876.0,89.0,89.0,98.0,75.0,75.0,,1932.0,619.0,1313.0,1313.0,,429.0,144.0,-289.0,89.0,220.0,-76.0,157.0,3.09,2.62,5.91,4.01,47.14,207.16,88.0,11.72,1532.0,0.67,0.0,0.0,0.0,85728319.0
시그네틱스(2023/12),1855.0,-150.0,-150.0,-154.0,-154.0,-154.0,,1534.0,354.0,1179.0,1179.0,,429.0,45.0,90.0,-22.0,35.0,9.0,136.0,-8.09,-8.32,-12.38,-8.9,30.06,171.0,-180.0,,1376.0,0.9,0.0,0.0,0.0,85728319.0
시그네틱스(2024/12),1182.0,-258.0,-258.0,-468.0,-509.0,-509.0,,1053.0,361.0,692.0,692.0,,429.0,-35.0,-47.0,-41.0,51.0,-86.0,98.0,-21.87,-43.1,-54.42,-39.37,52.17,50.82,-594.0,,807.0,1.07,,,,85728319.0
시그네틱스(2025/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
시그네틱스(2026/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
시그네틱스(2027/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
지앤비에스 에코(2020/12),424.0,73.0,73.0,58.0,46.0,46.0,,465.0,256.0,210.0,210.0,,30.0,-7.0,-41.0,93.0,27.0,-34.0,179.0,17.24,10.74,24.29,11.9,121.96,584.02,230.0,,920.0,0.0,0.0,,0.0,22787472.0
지앤비에스 에코(2021/12),521.0,106.0,106.0,130.0,103.0,103.0,,679.0,120.0,559.0,559.0,,38.0,87.0,-18.0,94.0,11.0,76.0,32.0,20.38,19.84,26.88,18.07,21.37,1375.52,432.0,11.6,1953.0,2.57,0.0,0.0,0.0,28658472.0
지앤비에스 에코(2022/12),656.0,147.0,147.0,182.0,148.0,148.0,,889.0,166.0,724.0,724.0,,40.0,36.0,-246.0,34.0,23.0,12.0,54.0,22.43,22.52,23.03,18.84,22.88,1767.71,509.0,5.45,2398.0,1.16,0.0,0.0,0.0,30312972.0
지앤비에스 에코(2023/12),893.0,183.0,183.0,210.0,176.0,176.0,,1163.0,248.0,916.0,916.0,,153.0,-36.0,-20.0,73.0,32.0,-69.0,116.0,20.48,19.73,21.5,17.17,27.06,498.33,588.0,9.58,3047.0,1.85,0.0,0.0,0.0,30049012.0
지앤비에스 에코(2024/12),708.0,116.0,116.0,138.0,125.0,125.0,,1351.0,237.0,1114.0,1114.0,,161.0,32.0,-171.0,76.0,122.0,-90.0,135.0,16.46,17.69,,,21.29,592.17,403.0,8.26,3521.0,0.95,,,,31631041.0
지앤비에스 에코(2025/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
지앤비에스 에코(2026/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
지앤비에스 에코(2027/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
케이씨(2020/12),5764.0,761.0,761.0,831.0,574.0,479.0,95.0,8734.0,2144.0,6590.0,5925.0,665.0,68.0,462.0,-401.0,-44.0,205.0,257.0,190.0,13.2,9.96,9.19,7.39,32.54,7615.26,3534.0,7.82,47636.0,0.58,300.0,1.08,7.79,13554044.0
케이씨(2021/12),5538.0,655.0,655.0,847.0,638.0,522.0,115.0,9645.0,2172.0,7473.0,6695.0,778.0,68.0,109.0,-479.0,78.0,266.0,-157.0,355.0,11.82,11.51,8.28,6.94,29.07,8326.56,3854.0,5.93,53832.0,0.42,300.0,1.31,7.14,13554044.0
케이씨(2022/12),8580.0,1012.0,1012.0,1259.0,1188.0,995.0,193.0,10046.0,2139.0,7908.0,7065.0,842.0,68.0,1080.0,-1109.0,-506.0,413.0,667.0,266.0,11.79,13.85,14.47,12.07,27.05,10070.13,7343.0,2.32,58058.0,0.29,350.0,2.05,4.28,13554044.0
케이씨(2023/12),7270.0,664.0,664.0,825.0,614.0,475.0,139.0,10623.0,1974.0,8649.0,7699.0,950.0,68.0,589.0,-363.0,-72.0,435.0,154.0,351.0,9.13,8.45,6.44,5.95,22.82,10692.23,3508.0,5.25,63264.0,0.29,260.0,1.41,6.66,13554044.0
케이씨(2024/12),7385.0,280.0,280.0,587.0,515.0,465.0,50.0,10468.0,1893.0,8576.0,7597.0,978.0,68.0,368.0,217.0,-401.0,350.0,18.0,311.0,3.79,6.97,6.08,4.88,22.07,11587.22,3429.0,4.84,68206.0,0.24,320.0,1.93,7.65,13554044.0
케이씨(2025/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
케이씨(2026/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
케이씨(2027/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
라온테크(2020/12),184.0,11.0,11.0,8.0,8.0,8.0,,248.0,203.0,45.0,45.0,,22.0,-7.0,-2.0,0.0,2.0,-9.0,102.0,5.73,4.59,21.67,3.88,451.18,101.73,78.0,65.11,412.0,12.3,0.0,0.0,0.0,10927487.0
라온테크(2021/12),369.0,52.0,52.0,51.0,59.0,59.0,,389.0,194.0,195.0,195.0,,25.0,0.0,-34.0,71.0,26.0,-25.0,86.0,14.23,15.92,48.89,18.44,99.23,681.95,503.0,31.49,1581.0,10.02,0.0,0.0,0.0,12339234.0
라온테크(2022/12),594.0,89.0,89.0,90.0,75.0,75.0,,463.0,182.0,281.0,281.0,,62.0,81.0,-39.0,-14.0,16.0,64.0,71.0,15.05,12.58,31.4,17.55,64.77,341.05,602.0,14.52,2252.0,3.89,50.0,0.57,8.35,12480734.0
라온테크(2023/12),345.0,20.0,20.0,22.0,23.0,23.0,,464.0,182.0,282.0,282.0,,63.0,60.0,-12.0,-12.0,5.0,55.0,90.0,5.74,6.71,8.24,5.0,64.52,366.04,185.0,51.11,2304.0,4.11,30.0,0.32,15.83,12504234.0
라온테크(2024/12),492.0,25.0,25.0,29.0,52.0,52.0,,614.0,291.0,323.0,323.0,,63.0,86.0,-156.0,60.0,29.0,56.0,170.0,5.05,10.62,,,89.92,466.28,417.0,14.9,2713.0,2.29,50.0,0.8,11.39,12534234.0
라온테크(2025/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
라온테크(2026/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
라온테크(2027/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
제주반도체(2020/12),1270.0,66.0,66.0,121.0,111.0,103.0,8.0,1568.0,647.0,921.0,912.0,9.0,164.0,123.0,109.0,-119.0,45.0,78.0,312.0,5.18,8.76,12.77,7.03,70.24,491.32,329.0,11.38,2901.0,1.29,0.0,0.0,0.0,32521064.0
제주반도체(2021/12),1933.0,201.0,201.0,182.0,128.0,126.0,2.0,1680.0,509.0,1171.0,1160.0,11.0,174.0,73.0,-47.0,-105.0,33.0,40.0,173.0,10.38,6.62,12.14,7.89,43.43,619.67,368.0,17.66,3477.0,1.87,,,0.0,34442833.0
제주반도체(2022/12),1583.0,263.0,263.0,311.0,247.0,243.0,4.0,1760.0,333.0,1427.0,1412.0,15.0,174.0,-22.0,-28.0,-2.0,9.0,-30.0,174.0,16.63,15.61,18.92,14.37,23.33,764.59,706.0,5.07,4234.0,0.85,,,0.0,34442833.0
제주반도체(2023/12),1459.0,178.0,178.0,220.0,169.0,167.0,2.0,1987.0,401.0,1586.0,1573.0,13.0,174.0,25.0,-30.0,13.0,19.0,6.0,202.0,12.23,11.6,11.21,9.03,25.29,857.59,486.0,28.21,4717.0,2.9,,,0.0,34442833.0
제주반도체(2024/12),1624.0,96.0,96.0,232.0,194.0,195.0,-1.0,2254.0,412.0,1842.0,1842.0,0.0,174.0,-97.0,-11.0,100.0,26.0,-123.0,225.0,5.9,11.95,11.44,9.15,22.36,997.99,567.0,15.72,5469.0,1.63,,,,34442833.0
제주반도체(2025/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
제주반도체(2026/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
제주반도체(2027/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
엘티씨(2020/12),948.0,45.0,45.0,-52.0,-43.0,-40.0,-3.0,1658.0,780.0,878.0,835.0,43.0,38.0,100.0,-62.0,-37.0,14.0,86.0,603.0,4.76,-4.57,-4.72,-2.56,88.82,2242.63,-535.0,,11395.0,1.08,100.0,0.81,-18.18,7674308.0
엘티씨(2021/12),783.0,-84.0,-84.0,-114.0,-91.0,-95.0,5.0,1593.0,754.0,839.0,784.0,54.0,40.0,-83.0,158.0,-27.0,5.0,-88.0,557.0,-10.72,-11.58,-11.78,-5.58,89.94,2014.22,-1194.0,,10227.0,1.13,0.0,0.0,0.0,8019363.0
엘티씨(2022/12),2194.0,108.0,108.0,46.0,30.0,21.0,9.0,2715.0,1782.0,933.0,821.0,112.0,40.0,232.0,-1062.0,883.0,19.0,214.0,1173.0,4.91,1.38,2.64,1.41,191.02,2096.03,263.0,37.97,10649.0,0.94,0.0,0.0,0.0,8064765.0
엘티씨(2023/12),1134.0,-160.0,-160.0,-347.0,-288.0,-265.0,-23.0,2997.0,1904.0,1093.0,847.0,246.0,47.0,-120.0,31.0,324.0,84.0,-204.0,1314.0,-14.15,-25.4,-31.78,-10.08,174.25,1874.01,-3069.0,,9535.0,1.59,0.0,0.0,0.0,9411560.0
엘티씨(2024/12),2770.0,242.0,242.0,179.0,144.0,101.0,43.0,3257.0,1384.0,1873.0,1086.0,787.0,49.0,204.0,-110.0,-185.0,137.0,67.0,870.0,8.73,5.21,10.44,4.61,73.93,2108.18,1030.0,8.54,11702.0,0.75,100.0,1.14,9.2,9805620.0
엘티씨(2025/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
엘티씨(2026/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
엘티씨(2027/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
티이엠씨씨엔에스(2020/12),916.0,154.0,154.0,195.0,155.0,142.0,12.0,973.0,165.0,808.0,761.0,47.0,50.0,63.0,-49.0,-29.0,22.0,41.0,16.0,16.81,16.86,20.23,17.32,20.39,1468.9,1422.0,12.73,7703.0,2.35,320.0,1.77,22.22,10002634.0
티이엠씨씨엔에스(2021/12),939.0,160.0,160.0,181.0,146.0,133.0,13.0,1153.0,257.0,896.0,836.0,60.0,50.0,36.0,77.0,-61.0,9.0,28.0,19.0,17.05,15.58,16.69,13.77,28.68,1673.02,1332.0,12.46,8618.0,1.93,300.0,1.81,21.84,10002634.0
티이엠씨씨엔에스(2022/12),1650.0,228.0,228.0,198.0,158.0,144.0,13.0,1376.0,340.0,1036.0,951.0,84.0,50.0,372.0,-236.0,2.0,70.0,302.0,141.0,13.81,9.57,16.15,12.48,32.87,1903.46,1443.0,9.22,9808.0,1.36,420.0,3.16,28.22,10002634.0
티이엠씨씨엔에스(2023/12),1403.0,133.0,133.0,153.0,120.0,130.0,-10.0,1914.0,830.0,1084.0,1034.0,49.0,50.0,-83.0,9.0,-128.0,42.0,-125.0,146.0,9.49,8.55,13.08,7.29,76.64,2091.34,1298.0,9.91,10646.0,1.21,200.0,1.56,14.96,10002634.0
티이엠씨씨엔에스(2024/12),1935.0,59.0,59.0,110.0,87.0,95.0,-7.0,1611.0,459.0,1153.0,1111.0,42.0,50.0,95.0,-96.0,47.0,81.0,14.0,213.0,3.06,4.52,8.84,4.96,39.79,2241.94,947.0,4.89,11433.0,0.4,150.0,3.24,15.38,10002634.0
티이엠씨씨엔에스(2025/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
티이엠씨씨엔에스(2026/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
티이엠씨씨엔에스(2027/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
티엘비(2020/12),1841.0,152.0,152.0,143.0,118.0,118.0,0.0,1136.0,426.0,710.0,710.0,0.0,25.0,167.0,-266.0,282.0,57.0,111.0,178.0,8.23,6.42,,,59.98,2788.94,1455.0,18.04,7222.0,3.63,0.0,0.0,0.0,9832630.0
티엘비(2021/12),1781.0,134.0,134.0,149.0,124.0,124.0,0.0,1250.0,418.0,832.0,832.0,0.0,25.0,-5.0,-83.0,26.0,279.0,-284.0,210.0,7.51,6.97,16.09,10.4,50.18,3286.9,1262.0,16.12,8465.0,2.4,125.0,0.61,9.9,9832630.0
티엘비(2022/12),2215.0,385.0,385.0,382.0,305.0,306.0,0.0,1649.0,526.0,1123.0,1123.0,0.0,49.0,354.0,-233.0,40.0,189.0,165.0,264.0,17.36,13.79,31.25,21.07,46.84,2181.74,3108.0,6.05,11424.0,1.65,300.0,1.6,9.65,9832630.0
티엘비(2023/12),1713.0,30.0,30.0,33.0,25.0,25.0,0.0,1726.0,623.0,1102.0,1102.0,0.0,49.0,-15.0,-298.0,111.0,250.0,-265.0,420.0,1.78,1.47,2.26,1.49,56.53,2167.39,256.0,119.45,11281.0,2.71,200.0,0.65,77.72,9832630.0
티엘비(2024/12),1800.0,34.0,34.0,49.0,36.0,36.0,0.0,1884.0,763.0,1121.0,1121.0,0.0,49.0,47.0,-40.0,59.0,178.0,-131.0,524.0,1.87,2.0,3.25,1.99,68.07,2198.59,368.0,35.47,11528.0,1.13,200.0,1.53,53.75,9832630.0
티엘비(2025/12)(예측),2084.0,162.0,,169.0,135.0,136.0,,1918.0,685.0,1233.0,1230.0,,50.0,186.0,-151.0,-50.0,180.0,-10.0,,7.77,6.49,11.54,7.12,55.56,,1380.0,13.43,12651.0,1.46,200.0,1.08,14.49,
티엘비(2026/12)(예측),2295.0,222.0,,222.0,174.0,174.0,,2099.0,725.0,1374.0,1372.0,,50.0,215.0,-149.0,-6.0,185.0,-10.0,,9.66,7.58,13.4,8.66,52.75,,1773.0,10.45,14117.0,1.31,200.0,1.08,11.28,
티엘비(2027/12)(예측),2598.0,301.0,,333.0,255.0,257.0,,2297.0,588.0,1709.0,1713.0,,49.0,291.0,-70.0,-69.0,100.0,,,11.59,9.81,16.66,11.6,34.41,,2614.0,7.09,17619.0,1.05,200.0,1.08,7.65,
알파홀딩스(2020/12),643.0,-70.0,-70.0,-23.0,-39.0,-39.0,0.0,1430.0,654.0,776.0,776.0,0.0,104.0,29.0,-85.0,86.0,127.0,-98.0,447.0,-10.81,-6.12,-5.62,-2.83,84.21,579.9,-213.0,,3844.0,1.19,0.0,0.0,0.0,20813590.0
알파홀딩스(2021/12),744.0,-50.0,-50.0,-164.0,-139.0,-138.0,0.0,1484.0,663.0,821.0,820.0,1.0,111.0,-23.0,116.0,-101.0,50.0,-73.0,309.0,-6.72,-18.61,-17.35,-9.51,80.69,490.03,-639.0,,3784.0,0.8,0.0,0.0,0.0,22287952.0
알파홀딩스(2022/12),898.0,-32.0,-32.0,-526.0,-512.0,-511.0,-1.0,879.0,374.0,505.0,505.0,0.0,159.0,-15.0,53.0,-32.0,51.0,-67.0,141.0,-3.59,-56.98,-77.11,-43.31,74.13,262.92,-1961.0,,1622.0,0.72,0.0,0.0,0.0,31714259.0
알파홀딩스(2023/12),799.0,-28.0,-28.0,-230.0,-230.0,-230.0,0.0,578.0,231.0,347.0,347.0,0.0,191.0,-31.0,48.0,-19.0,29.0,-60.0,72.0,-3.48,-28.83,-54.02,-31.61,66.42,83.01,-640.0,,921.0,1.03,0.0,0.0,0.0,37677724.0
알파홀딩스(2024/12),853.0,-14.0,-14.0,-85.0,-84.0,-84.0,0.0,530.0,194.0,335.0,336.0,0.0,248.0,7.0,-36.0,54.0,13.0,-7.0,70.0,-1.66,-9.9,-24.7,-15.24,57.96,38.24,-213.0,,684.0,1.38,,,,49031047.0
알파홀딩스(2025/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
알파홀딩스(2026/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
알파홀딩스(2027/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
코미코(2020/12),2008.0,356.0,356.0,340.0,243.0,243.0,,3151.0,1457.0,1694.0,1694.0,,50.0,521.0,-178.0,-127.0,278.0,243.0,1003.0,17.72,12.07,17.01,7.99,86.02,3336.78,2680.0,18.64,17023.0,2.93,350.0,0.7,14.36,9987721.0
코미코(2021/12),2570.0,588.0,588.0,608.0,472.0,472.0,,3761.0,1541.0,2220.0,2220.0,,50.0,653.0,-576.0,-50.0,541.0,113.0,1072.0,22.89,18.34,24.09,13.64,69.39,4194.62,4707.0,14.26,22240.0,3.02,550.0,0.82,11.65,10020447.0
코미코(2022/12),2884.0,554.0,554.0,531.0,420.0,420.0,,3878.0,1301.0,2577.0,2577.0,,50.0,787.0,-569.0,-498.0,290.0,496.0,695.0,19.21,14.55,17.5,10.99,50.5,4936.41,4188.0,10.29,25921.0,1.66,1000.0,2.32,23.69,10020447.0
코미코(2023/12),3073.0,330.0,330.0,524.0,455.0,315.0,140.0,5939.0,3059.0,2880.0,2099.0,781.0,52.0,652.0,-1053.0,1065.0,329.0,323.0,2200.0,10.75,14.81,13.48,9.27,106.23,4002.97,3070.0,21.01,20223.0,3.19,400.0,0.62,13.17,10460684.0
코미코(2024/12),5071.0,1125.0,1125.0,1132.0,878.0,559.0,320.0,8003.0,4246.0,3757.0,2682.0,1075.0,52.0,1156.0,-1485.0,610.0,1534.0,-377.0,2876.0,22.18,17.32,23.36,12.6,113.02,4904.37,5340.0,6.85,26373.0,1.39,1000.0,2.73,18.21,10460684.0
코미코(2025/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
코미코(2026/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
코미코(2027/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
네패스아크(2020/12),678.0,87.0,87.0,-366.0,-351.0,-351.0,,3019.0,1539.0,1481.0,1481.0,,54.0,391.0,-1280.0,1284.0,1318.0,-927.0,1269.0,12.75,-51.81,-39.12,-15.25,103.94,2646.18,-4124.0,,13343.0,3.81,0.0,0.0,0.0,10782436.0
네패스아크(2021/12),1142.0,269.0,269.0,265.0,246.0,246.0,,4175.0,2165.0,2010.0,2010.0,,61.0,695.0,-943.0,412.0,948.0,-254.0,1390.0,23.57,21.54,14.09,6.84,107.73,3199.39,2068.0,24.27,16497.0,3.04,,,0.0,12184045.0
네패스아크(2022/12),1539.0,225.0,225.0,246.0,257.0,257.0,,4580.0,2015.0,2564.0,2564.0,,61.0,891.0,-1653.0,744.0,1621.0,-730.0,1819.0,14.64,16.7,11.23,5.87,78.59,3617.01,2109.0,8.54,21047.0,0.86,,,0.0,12184045.0
네패스아크(2023/12),1229.0,7.0,7.0,-243.0,-303.0,-303.0,,3957.0,1699.0,2257.0,2257.0,,61.0,555.0,-867.0,-238.0,386.0,169.0,1594.0,0.56,-24.66,-12.57,-7.1,75.28,3113.12,-2488.0,,18528.0,1.47,,,0.0,12184045.0
네패스아크(2024/12),1193.0,-26.0,-26.0,-131.0,-287.0,-287.0,,3122.0,1469.0,1654.0,1654.0,,61.0,558.0,181.0,-535.0,26.0,531.0,1369.0,-2.21,-24.05,-14.67,-8.1,88.8,2621.66,-2354.0,,13574.0,0.77,,,,12184045.0
네패스아크(2025/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
네패스아크(2026/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
네패스아크(2027/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
에이엘티(2020/12),307.0,71.0,71.0,51.0,43.0,43.0,,1070.0,723.0,346.0,346.0,,32.0,156.0,-385.0,157.0,415.0,-259.0,664.0,23.19,14.08,13.44,4.62,208.9,750.16,675.0,,5411.0,0.0,100.0,,14.12,5916660.0
에이엘티(2021/12),418.0,56.0,56.0,56.0,57.0,49.0,7.0,1127.0,569.0,558.0,546.0,13.0,38.0,163.0,-98.0,-35.0,114.0,49.0,507.0,13.36,13.58,,,101.85,1167.21,693.0,,7217.0,0.0,100.0,,15.31,7562671.0
에이엘티(2022/12),443.0,80.0,80.0,108.0,143.0,148.0,-5.0,1839.0,1145.0,694.0,686.0,8.0,38.0,158.0,-390.0,215.0,398.0,-240.0,737.0,18.11,32.18,24.0,9.62,165.14,1570.37,1955.0,,9071.0,0.0,0.0,,0.0,7562671.0
에이엘티(2023/12),477.0,49.0,49.0,-3.0,50.0,52.0,-2.0,1980.0,904.0,1077.0,1071.0,6.0,45.0,150.0,-537.0,404.0,521.0,-371.0,880.0,10.27,10.53,5.91,2.63,83.91,2203.37,635.0,36.16,11953.0,1.92,100.0,0.44,17.25,8960259.0
에이엘티(2024/12),367.0,-122.0,-122.0,-167.0,-92.0,-93.0,0.0,2177.0,1153.0,1023.0,1017.0,6.0,45.0,72.0,-281.0,239.0,402.0,-331.0,1051.0,-33.29,-25.21,-8.89,-4.45,112.69,2135.19,-1036.0,,11482.0,0.82,,,,8960259.0
에이엘티(2025/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
에이엘티(2026/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
에이엘티(2027/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
러셀(2020/12),345.0,27.0,27.0,20.0,17.0,19.0,-2.0,535.0,123.0,412.0,416.0,-3.0,32.0,56.0,14.0,1.0,3.0,53.0,10.0,7.87,4.85,,,29.77,1243.65,60.0,48.19,1434.0,2.01,25.0,0.87,38.14,31812000.0
러셀(2021/12),578.0,56.0,56.0,76.0,61.0,62.0,-1.0,726.0,223.0,503.0,499.0,5.0,32.0,120.0,-3.0,102.0,3.0,117.0,72.0,9.78,10.59,13.51,9.7,44.27,1503.87,194.0,24.05,1719.0,2.72,30.0,0.64,14.09,31812000.0
러셀(2022/12),419.0,45.0,45.0,43.0,38.0,33.0,5.0,784.0,229.0,555.0,531.0,24.0,32.0,-66.0,14.0,-13.0,2.0,-68.0,73.0,10.73,9.13,6.37,5.07,41.32,1604.72,103.0,25.62,1830.0,1.44,30.0,1.14,26.55,31812000.0
러셀(2023/12),447.0,19.0,19.0,21.0,15.0,26.0,-11.0,746.0,185.0,561.0,548.0,13.0,32.0,3.0,-2.0,-12.0,1.0,2.0,84.0,4.19,3.37,4.89,1.97,32.93,1658.72,83.0,37.78,1889.0,1.66,30.0,0.96,32.97,31812000.0
러셀(2024/12),375.0,20.0,20.0,52.0,42.0,45.0,-3.0,776.0,182.0,594.0,578.0,15.0,32.0,23.0,-1.0,-47.0,0.0,23.0,68.0,5.45,11.2,8.06,5.52,30.69,1754.34,143.0,10.14,1994.0,0.73,30.0,2.07,19.18,31812000.0
러셀(2025/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
러셀(2026/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
러셀(2027/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
워트(2020/12),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367.0,,,6000000.0
워트(2021/12),267.0,60.0,60.0,62.0,51.0,51.0,,313.0,45.0,267.0,267.0,,12.0,55.0,-41.0,-4.0,,55.0,0.0,22.63,19.18,,,16.97,2127.32,583.0,,2227.0,0.0,0.0,,0.0,12000000.0
