기업명_그룹,매출액,영업이익,당기순이익,자산총계,자본총계,자본금,영업활동현금흐름,이자발생부채,영업이익률,순이익률,ROE(%),ROA(%),부채비율,EPS(원),PER(배),BPS(원),PBR(배),발행주식수(보통주)
대웅,17362.2,2121.15,1193.9,23109.45,13504.15,291.0,1644.85,5475.55,12.038499999999999,6.983500000000001,11.9395,5.5765,70.68050000000001,1680.4,17.1955,21292.0,1.2665000000000002,58141980.0
대웅제약,13051.45,1091.85,517.55,16966.3,8286.2,290.0,891.9,5361.85,8.1595,3.9045,7.703500000000001,3.2115,104.65599999999999,4423.8,54.726,61212.9,2.3185000000000002,11586575.0
대한유화,24749.55,-325.35,-44.15,22387.9,18646.55,410.0,1283.75,1331.05,-1.223,-0.15200000000000005,-0.22649999999999998,-0.13350000000000004,20.0745,-679.15,-25.45893736572276,301915.7,0.484,6500000.0
대한전선,26478.25,757.35,492.0,19196.05,9577.25,2189.5,-8.3,4547.35,2.7984999999999998,1.72,5.6354999999999995,2.653,127.30550000000001,325.05,78.3785,6210.8,2.1559999999999997,144328793.0
대한항공,143219.5,18701.35,11065.65,340209.15,89622.85,17343.9,41700.75,142217.8,12.837,7.1865,12.224,3.5095,302.803,2915.6,5.463640558848434,24143.85,1.0375,350891520.6
더블유게임즈,6185.2,2126.95,1129.2,13727.65,12378.65,96.8,1787.5,515.35,34.421499999999995,18.293,11.067000000000002,8.556,11.733500000000001,4508.35,4.254444170771757,44977.8,1.062,21593614.5
덴티움,3585.15,1037.1,736.1,7332.4,4231.9,62.0,552.95,2217.7,28.419999999999998,20.1305,19.4355,10.665000000000001,78.03549999999998,6661.55,13.274000000000001,49169.35,1.8245,11068830.0
동서,5099.9,424.1,1475.2,16727.8,15847.15,498.0,1018.45,26.5,8.363499999999998,28.997500000000002,9.498000000000001,8.979000000000001,5.692500000000001,1461.1,17.717000000000002,15907.75,1.5785,99700000.0
동원시스템즈,13023.5,894.25,656.85,14894.75,7518.25,1447.6,1693.7,5061.95,6.913500000000001,5.0465,9.062500000000002,4.5075,99.09,2205.85,19.0655,25426.35,1.6044999999999998,28683574.25
두산,166921.3,10215.4,433.75,282896.8,104661.6,1237.0,7971.65,88916.25,5.923,0.08649999999999994,-19.1385,0.13649999999999993,175.43699999999998,-15361.7,-7.392880322650012,94712.2,1.552,16523835.0
두산밥캣,80301.05,9519.0,6108.5,100287.05,56175.05,561.95,8214.15,16793.2,11.559000000000001,7.404999999999999,11.578,6.4079999999999995,79.48499999999999,6093.15,7.475499999999999,56435.3,0.746,100249166.0
두산에너빌리티,149174.1,10102.85,1701.75,247793.95,102565.55,30433.45,8990.05,64615.2,6.4395,0.8440000000000001,-3.9534999999999996,0.6795,146.625,-394.75,76.20792962230468,10992.6,1.5205,601730256.45
두산퓨얼셀,3545.75,66.3,-17.7,10108.45,5114.45,82.0,-478.75,3119.0,1.7654999999999998,-0.6799999999999998,-0.22188905592303065,0.016982961769941473,98.0685,-19.8,126.72001923076922,6249.85,4.62,65493726.0
롯데쇼핑,148846.35,4120.2,-4292.8,339997.1,129046.3,1414.0,16350.85,150994.65,2.8,-2.9415,-3.7385000000000006,-1.245,168.95999999999998,-15347.15,-0.6530314782247864,404334.2,0.205,28288755.0
롯데웰푸드,33999.6,1413.95,599.45,38376.35,19529.3,43.25,2703.05,12274.8,4.2575,1.7550000000000001,3.4290000000000007,1.6049999999999998,97.174,7200.3,16.923,223690.0,0.528,8680109.75
롯데정밀화학,18294.65,1852.75,1933.65,26228.4,22600.1,1290.0,3031.9,747.25,9.537,10.919,9.5355,8.073,16.0835,7494.05,13.642500000000002,88732.25,0.6224999999999999,25800000.0
롯데지주,137368.25,3716.15,-1769.15,216795.55,93589.05,211.25,9344.0,82770.7,2.6559999999999997,-1.089,-3.8504999999999994,-0.764,131.4985,-2354.85,-43.84523675563996,93631.55,0.29250000000000004,104909237.0
롯데칠성,31835.8,1897.75,1047.3,40014.85,14874.15,49.9,2966.5,16567.65,6.098999999999999,3.4055,7.3155,2.7165,168.60949999999997,10355.45,4.390857193987116,143892.95,0.952,9248507.9
롯데케미칼,195113.15,-2416.45,-3223.5,294586.15,181944.55,1947.75,9806.05,78549.55,-0.869,-1.3920000000000001,-1.8379999999999999,-0.5289999999999997,60.596500000000006,-5961.2,-4.826686516675275,370672.8,0.399,39741050.1
메리츠금융지주,502469.6,26751.45,19580.4,972889.65,92319.25,943.35,-6306.55,180955.35,5.405499999999999,3.9515000000000002,25.4375,2.1109999999999998,958.604,9571.55,6.2245,44611.3,1.3199999999999998,167076250.6
미래에셋증권,192468.7,9883.35,7631.1,1239862.25,112422.25,41020.0,-36769.3,299342.6,5.473000000000001,4.242,7.0329999999999995,0.6084999999999999,1006.4235000000001,973.35,9.6465,18289.5,0.434,609816408.0
미스토홀딩스,40086.0,3791.8,2645.25,48895.05,25059.9,611.0,3881.0,13825.55,9.5285,6.5969999999999995,9.3185,5.8020000000000005,95.0355,2535.65,26.93,30698.4,1.272,60555307.1
미원상사,4072.0,630.4,586.75,4273.9,3541.7,67.0,761.85,4.2,15.469999999999999,14.5615,17.843,14.645499999999998,20.947499999999998,12029.25,14.7655,74228.55,2.398,4825000.0
삼성E&A,94549.9,7919.5,5624.45,79084.45,29609.3,9800.0,6065.4,1579.35,8.2035,5.822,22.503999999999998,7.6,173.5755,3212.3,7.3205,16004.85,1.463,196000000.0
삼성SDI,175241.4,10572.65,13476.9,327688.15,185058.55,3567.0,15340.95,71100.7,5.8694999999999995,7.420500000000001,8.0345,4.620499999999999,75.98599999999999,18151.35,30.731499999999993,253732.3,1.9714999999999996,70303724.0
삼성물산,399271.15,23833.8,24108.1,606451.5,358234.85,187.3,25215.5,47881.65,5.816,5.957,6.495500000000002,4.0115,69.684,10656.35,12.2185,187726.95,0.6485,183832336.05
삼성바이오로직스,32397.8,9810.5,7821.75,143667.6,87344.8,1747.75,11933.4,16983.8,30.452499999999997,24.100500000000004,9.454549752109246,5.757643986799913,63.334500000000006,11102.85,94.321,123788.3,7.516499999999999,70120915.0
삼성생명,334627.45,22198.3,20247.4,3164405.5,395229.9,1000.0,27162.75,191911.05,6.671000000000001,6.071,5.238,0.64,712.481,9434.6,8.3885,209526.2,0.38050000000000006,200000000.0
삼성에스디에스,140608.6,8669.75,7784.75,119353.2,86513.85,387.0,12395.3,7917.15,6.244,5.4535,9.414000000000001,6.775,38.01,9775.95,16.476999999999997,108083.75,1.3875,77377800.0
삼성전기,94228.3,9364.9,7219.75,113653.95,78727.5,3880.0,14576.1,15440.1,9.992,7.648500000000001,9.810500000000001,6.7475000000000005,44.758500000000005,9018.6,18.201,101809.65,1.5135,74693696.0
삼성전자,2810628.45,314793.45,339649.05,4598377.2,3558568.1,8975.0,616599.0,158177.3,11.0595,11.8675,10.246500000000001,7.7425,29.696000000000005,4879.8,17.948500000000003,51040.45,1.3475,5969782550.0
삼성중공업,78415.5,-2639.55,-5152.95,150680.8,36779.45,11071.5,-1690.15,34333.3,-5.1309999999999985,-7.8984999999999985,-12.5785,-3.965,312.2595,-688.95,33.0093773384029,4478.2,1.7760000000000002,859351644.4
삼성증권,126011.25,9267.4,6866.05,598219.0,65359.6,4585.0,4738.6,87093.95,7.5675,5.607,10.908,1.1600000000000001,824.4100000000001,7689.0,5.5295000000000005,73191.1,0.546,89300000.0
삼성카드,39498.55,8037.25,5987.35,283860.15,79966.8,6148.0,-6336.05,175000.3,20.310499999999998,15.120999999999999,7.617,2.1465,254.93649999999997,5167.6,6.638499999999999,74937.8,0.45150000000000007,115858891.0
삼성화재,219966.7,21236.2,16482.15,870945.4,151735.55,265.0,10634.4,939.9,9.781,7.601499999999999,11.001000000000001,1.908,477.274,32533.6,8.3165,356247.95,0.7355,47374837.0
삼아알미늄,2625.8,56.4,36.5,3444.05,1937.5,65.45,59.2,1070.3,1.9469999999999998,1.2015,3.844500000000001,1.9195,81.865,378.65,109.43601886792453,14476.25,3.2864999999999993,13041553.8
삼양식품,11595.75,1776.75,1444.05,11245.8,5776.45,377.0,1758.05,2916.95,14.0595,11.499500000000001,26.2505,13.441500000000001,93.74799999999999,19154.85,15.010000000000002,76257.9,3.721,7533015.0
세방전지,16617.5,1261.9,1092.8,18279.7,13325.1,70.0,1241.8,2229.45,7.439500000000001,6.3265,8.4245,6.059,37.047000000000004,7705.7,9.638499999999999,98000.7,0.6435,14000000.0
세아베스틸지주,37902.1,1258.75,582.55,36849.0,19708.4,2193.0,2104.65,9495.35,3.1875,1.1265,3.1675,1.5785000000000005,87.0665,1662.35,13.95091344611346,52630.05,0.3695,35862119.0
세아제강지주,35285.1,3762.05,2501.7,41327.1,21619.2,207.0,3049.6,12926.85,10.24,6.8215,11.679,7.07,89.003,40450.4,7.992,403120.6,0.3915,4141657.0
셀트리온,25370.1,6234.05,5110.55,138372.25,113606.4,1835.7,5768.0,14779.7,27.0805,22.0465,8.788499999999999,6.388,28.291000000000004,3032.6,69.7015,54970.35,4.9835,194927479.4
신세계,65473.45,5185.9,2949.25,144028.05,61178.75,492.0,8321.25,48251.25,7.758500000000001,4.2605,5.180499999999999,2.079,135.767,20873.2,5.5701514459665145,433170.6,0.453,9845181.0
신한지주,359615.35,60297.15,44047.6,6855109.95,544779.45,29696.0,31470.9,1194818.0,17.0365,12.465,8.566999999999998,0.662,1159.9265,8281.6,4.8405000000000005,100715.45,0.39699999999999996,510130327.55
씨에스윈드,18529.4,1360.45,593.95,25107.55,9675.05,198.5,591.8,8562.55,7.093500000000001,2.7645,7.1015,2.5995,152.68200000000002,1460.85,362.7705,22284.35,3.1590000000000003,41605608.3
아모레퍼시픽,40836.95,2018.5,2791.4,61547.3,49299.2,345.0,3767.5,3916.95,4.854,7.0625,5.707,4.5225,24.802999999999997,4090.5,81.07350000000001,71377.1,1.9989999999999999,58489332.1
아모레퍼시픽홀딩스,44742.2,2356.7,3303.85,79847.85,66340.25,480.0,4308.9,4337.5,5.219499999999999,7.590000000000001,4.392,4.149,20.339999999999996,1520.2,73.3395,37039.8,0.8835,82458180.0
에스디바이오센서,29311.428571428572,12499.285714285714,9856.42857142857,31641.85714285714,26405.428571428572,519.4285714285714,10372.42857142857,1042.142857142857,42.645714285714284,33.63142857142857,51.61142857142857,37.24428571428571,21.502857142857145,9794.57142857143,4.11,25857.85714285714,1.6928571428571428,103906781.57142857
에스엘,42372.55,2805.85,2559.55,31239.4,19329.3,234.25,3321.0,3704.85,6.252000000000001,5.6405,13.376,8.2105,62.69449999999999,5279.1,7.3025,40498.3,0.7194999999999999,46887209.25
에스원,25594.15,2041.35,1641.45,21434.45,15571.4,190.0,3451.95,491.05,8.004999999999999,6.3975,10.7435,7.840000000000001,37.605,4319.95,15.349,46054.4,1.4119999999999997,37999178.0
에이피알,7228.0,1227.0,1076.0,5651.0,3235.0,38.0,791.0,1093.0,16.98,14.89,41.34,25.24,74.68,2842.0,17.59,8687.0,5.760000000000001,38125890.0
에코프로머티,9525.0,88.0,50.0,11042.0,7991.0,351.0,1163.0,2529.0,0.9200000000000002,0.53,0.9099999999999999,0.58,38.19,85.0,2210.54,11584.0,16.27,68985218.0
엔씨소프트,20206.8,2521.25,2869.2,42675.45,31591.8,110.0,3437.0,5483.35,10.051000000000002,13.181999999999999,9.264,6.769,35.0215,13059.75,32.352999999999994,157290.1,2.5265,21954022.0
엘앤에프,26919.65,-1631.3,-1270.8,25590.2,8665.9,175.65,-1985.45,12458.45,-7.889500000000001,-7.8,-16.008,-4.89,198.43400000000003,-3546.5,-29.180856878171063,26003.25,6.1805,35298987.55
영원무역,34041.55,5109.0,4386.5,46798.75,32531.0,222.0,4878.65,4983.15,14.749500000000001,12.544,16.323,10.175,44.498999999999995,10188.75,4.8405000000000005,68977.6,0.6529999999999999,44311468.0
영원무역홀딩스,40586.3,6933.45,5984.45,56879.65,41734.2,68.0,6189.95,4565.4,16.869,14.4305,15.938999999999998,11.269000000000002,36.7525,23826.9,3.0395,189076.5,0.3545,13635592.0
오뚜기,32324.55,2122.95,1679.45,32921.05,19347.9,196.0,2613.6,8153.65,6.569,5.224500000000001,9.631,5.394,70.12,43076.2,11.193,533059.4,0.85,3923867.75
오리온,28103.35,4730.65,4028.85,35818.1,28725.55,198.0,5210.45,1065.3,16.79,14.1405,15.201999999999998,11.772,25.965999999999998,10001.75,12.157499999999999,70388.6,1.6924999999999997,39536132.0
오리온홀딩스,28742.45,4114.1,3368.15,52790.05,42986.5,313.0,5308.65,2073.1,14.222,11.524000000000001,5.090000000000001,6.508500000000001,23.055500000000002,1769.4,9.109,36646.5,0.409,62645422.0
우리금융지주,398985.35,37944.05,28456.05,4853077.8,324435.35,37267.2,32220.6,700892.8,9.6595,7.252,9.364,0.6039999999999999,1397.8529999999998,3670.25,3.681,40721.6,0.31849999999999995,737812776.0
유한양행,18554.1,536.4,1021.35,26891.35,20469.8,762.3,900.35,1994.75,2.9204999999999997,5.6815,5.603,4.036,31.1955,1338.25,70.465,26800.05,2.9234999999999998,80209064.0
율촌화학,4652.1,-64.5,-48.5,6583.55,3172.8,148.0,189.95,2292.9,-1.625,-1.2695,-1.641,-0.696,108.6865,-196.55,-57.47872798438159,12793.45,2.152,24800000.0
이마트,278840.05,1007.85,2572.7,321008.5,130201.65,1394.0,11575.2,109842.65,0.3985,1.0545,2.943,1.0325,145.969,9986.1,-4.791475810912179,395957.15,0.2455,27875819.0
이수스페셜티케미컬,3321.0,142.0,105.0,2995.0,1217.0,302.0,106.0,1296.0,4.28,3.17,9.7,4.06,146.23,355.0,88.71,4063.0,7.739999999999999,30208280.0
일진하이솔루스,921.5555555555555,-36.333333333333336,40.44444444444444,3421.277777777778,3147.1666666666665,182.0,82.94444444444444,4.222222222222222,-5.5055555555555555,3.966111111111111,1.647777777777778,1.4494444444444445,8.725555555555555,117.94444444444444,362.92722222222216,8666.555555555555,3.2994444444444446,36313190.0
제일기획,39621.9,2930.85,1901.45,28702.0,12815.75,230.0,2668.1,1771.35,7.400499999999999,4.839499999999999,15.5575,6.939500000000001,123.91900000000001,1637.5,12.368500000000001,12537.25,1.6324999999999998,115041225.0
종근당,15227.7,1400.9,1182.2,12648.55,7371.1,307.3,1247.45,2077.25,9.058,7.5495,16.8775,9.7085,72.9235,8521.0,15.478,55122.3,2.0435000000000003,13802780.0
카카오,69042.15,5004.0,-263.7,232327.0,131270.85,444.85,11392.05,39025.95,7.5545,1.0910000000000004,3.151,0.43499999999999994,76.1745,580.75,117.49058875219684,21979.55,2.837,444532739.9
카카오뱅크,22089.722222222223,4565.222222222223,3377.6666666666665,508587.5,60696.5,23829.444444444445,14555.0,0.0,21.102777777777778,15.767777777777777,5.841666666666667,0.7250000000000001,729.9499999999999,715.0555555555555,49.07277777777778,12743.833333333334,2.4244444444444446,476587375.8888889
카카오페이,5736.222222222223,-516.6666666666666,-8.11111111111111,36842.333333333336,19230.222222222223,668.3333333333334,1153.2222222222222,1049.3333333333333,-8.986666666666666,0.2222222222222222,1.4466666666666665,0.0011111111111111367,91.48555555555556,191.44444444444446,1517.2688888888888,13804.111111111111,3.7344444444444442,133704070.8888889
코스맥스,17912.4,1172.15,349.25,15793.7,4281.3,56.3,1193.0,6412.75,6.358499999999999,1.6644999999999999,13.008500000000002,2.08,274.6875,5134.1,26.851499999999998,41511.1,2.9085,11241357.9
코스모신소재,4917.45,265.85,214.4,5822.9,3670.8,314.5,-6.85,1108.1,5.6145,4.599500000000001,7.493499999999999,4.4475,64.489,686.45,99.009,11471.75,6.1285,31680023.65
코스모화학,6806.2,135.05,-93.0,9646.65,4884.75,349.15,-149.1,2958.6,2.2015000000000002,-1.205,-9.583,-0.46049999999999985,104.5095,-651.7,1.2389423258997154,6010.25,3.4189999999999996,36259351.3
코오롱인더,48064.55,2002.6,1348.4,62203.7,30227.35,1511.3,2819.3,22707.95,4.167,2.8289999999999997,4.939,2.3379999999999996,107.7335,4151.5,14.0465,95886.35,0.47300000000000003,27465065.9
코웨이,39292.6,7135.95,4892.55,46872.4,25153.4,407.0,3501.9,12269.9,18.1525,12.434999999999999,22.177999999999997,11.4155,88.083,6632.4,9.752500000000001,34811.4,1.971,73799619.0
크래프톤,21602.222222222223,8829.555555555555,7970.333333333333,67235.61111111111,57254.88888888889,49.0,7195.222222222223,3274.8333333333335,40.47388888888889,35.25,15.396666666666667,12.912222222222221,17.744444444444444,16621.055555555555,18.59888888888889,124071.05555555556,2.261111111111111,48471170.777777776
키움증권,88906.7,8801.5,6694.35,498798.35,47679.9,1434.4,-31020.2,102013.5,11.1055,8.401,15.9815,1.4565,959.396,23729.9,4.754,174386.7,0.6260000000000001,25794381.95
태광산업,22870.95,45.25,1763.95,47098.0,39704.9,56.0,1262.05,1015.7,0.07350000000000012,7.6259999999999994,4.5925,3.7935000000000003,18.660500000000003,156141.3,-6.451296245035503,4626245.1,0.158,1113400.0
팬오션,48648.05,5042.1,3685.65,79939.55,45930.8,5346.0,8349.25,27181.9,10.175,7.222999999999999,9.128,5.2909999999999995,73.4315,690.0,8.604500000000002,8592.05,0.55,534569512.0
포스코DX,12708.2,729.75,576.0,8260.1,4468.0,760.0,327.85,27.5,5.1370000000000005,4.002000000000001,12.6635,6.669499999999999,85.774,376.45,47.75335483870968,2929.35,8.9895,152034729.0
포스코인터내셔널,328229.35,9416.05,5185.25,143069.8,55835.75,7613.85,8142.35,52949.85,2.8675,1.5630000000000002,11.338000000000001,3.9210000000000003,162.74050000000003,3424.0,10.988,33742.6,1.0594999999999999,152276350.45
포스코퓨처엠,34153.7,666.5,-208.7,56880.85,26472.65,378.8,971.2,23918.35,2.5004999999999997,0.08350000000000009,0.3614999999999998,0.4415000000000001,111.82949999999998,-113.6,284.90978201386355,31666.7,6.563,76136078.6
풍산,40580.3,2598.45,1886.6,35506.35,19172.1,1401.0,2218.65,8432.75,6.3875,4.619999999999999,10.285,5.5685,84.95049999999999,6731.2,6.237499999999999,69793.1,0.553,28024278.0
