,Cluster,RandomMean,p-value (one-sided >),significance
Sharpe,0.01567133679664809,0.020787724723488017,0.9999815956612952,
Sortino,0.021731720298005797,0.027177346149855074,0.999707756621221,
CVaR,-0.03818679445181057,-0.036391872654872724,0.9999999998862629,
