,Cluster,RandomMean,p-value (one-sided >),significance
Sharpe,0.018606991514318313,0.02080156677513424,0.932367885640996,
Sortino,0.02515753147584123,0.027640327441497123,0.8972194658693438,
CVaR,-0.03788077786932966,-0.038165972643015224,0.19721149656271103,
