,Cluster,RandomMean,p-value (one-sided >),significance
Sharpe,0.01792430251696675,0.01787253628416788,0.4856550226996815,
Sortino,0.022580150069575682,0.023746383813534874,0.7302951817216256,
CVaR,-0.047418688616912216,-0.03744718281264294,1.0,
